"","slope.pseudo.index","p.pseudo.index","Transcripts","qvalue","feature","rank"
"ACOT13","-0.012944107","4.164229e-05","  1111","7.883744e-04","DOWN",0.332579185520362
"TMEM27","-0.012941406","2.820464e-05","   325","5.830241e-04","DOWN",0.333710407239819
"CADPS","-0.012883541","4.539417e-07","   530","2.740892e-05","DOWN",0.334841628959276
"NIPBL","-0.012866553","1.612543e-04","  1322","2.181709e-03","DOWN",0.335972850678733
"WHSC1L1","-0.012768789","3.262879e-05","   978","6.492931e-04","DOWN",0.33710407239819
"PSMB3","-0.012764949","8.018591e-03","  2230","3.978238e-02","DOWN",0.338235294117647
"AACS","-0.012741815","5.634789e-05","   596","9.722568e-04","DOWN",0.339366515837104
"BPTF","-0.012724764","2.613114e-03","  1721","1.785442e-02","DOWN",0.340497737556561
"SMIM6","-0.012722835","1.182623e-05","   405","2.840605e-04","DOWN",0.341628959276018
"CALCOCO2","-0.012719915","8.576941e-07","  1956","4.382371e-05","DOWN",0.342760180995475
"TPR","-0.012716108","8.874206e-03","  2058","4.251847e-02","DOWN",0.343891402714932
"UBE2L3","-0.012696034","1.250650e-04","  1019","1.823285e-03","DOWN",0.345022624434389
"CAST","-0.012667330","5.781351e-03","  1928","3.216575e-02","DOWN",0.346153846153846
"ANP32A","-0.012639977","5.751680e-07","  1513","3.266735e-05","DOWN",0.347285067873303
"RASSF6","-0.012639120","2.974984e-05","   663","6.014702e-04","DOWN",0.34841628959276
"DNPH1","-0.012571020","1.140712e-04","   608","1.713405e-03","DOWN",0.349547511312217
"FRA10AC1","-0.012565951","5.484170e-04","  1335","5.486620e-03","DOWN",0.350678733031674
"SHFM1","-0.012540948","1.145888e-03","  2080","9.567962e-03","DOWN",0.351809954751131
"PDX1","-0.012537674","6.635191e-05","  1267","1.113167e-03","DOWN",0.352941176470588
"MTCH2","-0.012497389","4.936275e-03","  1277","2.842103e-02","DOWN",0.354072398190045
"DDX3Y","-0.012444408","5.319124e-09","   499","1.381056e-06","DOWN",0.355203619909502
"CDC5L","-0.012443742","8.886490e-03","  2393","4.253995e-02","DOWN",0.356334841628959
"NCOR1","-0.012371975","1.541077e-03","  1252","1.185137e-02","DOWN",0.357466063348416
"NOP10","-0.012305330","1.050013e-04","  1979","1.612712e-03","DOWN",0.358597285067873
"RAD23A","-0.012304685","7.447865e-03","  2566","3.809474e-02","DOWN",0.35972850678733
"MIEN1","-0.012199705","6.152871e-06","  1427","1.706700e-04","DOWN",0.360859728506787
"BOD1L1","-0.012148423","1.224390e-04","   822","1.794598e-03","DOWN",0.361990950226244
"TMX4","-0.012127979","2.535886e-03","  2501","1.745802e-02","DOWN",0.363122171945701
"MRPS35","-0.012058314","4.312685e-03","  1952","2.604057e-02","DOWN",0.364253393665158
"RAB13","-0.011985672","4.717159e-04","  1574","4.906367e-03","DOWN",0.365384615384615
"UBE2Q1","-0.011857906","6.428962e-09","   453","1.524065e-06","DOWN",0.366515837104072
"RAD50","-0.011855920","3.599135e-03","  2182","2.281866e-02","DOWN",0.367647058823529
"UROS","-0.011847914","2.087432e-05","   714","4.510300e-04","DOWN",0.368778280542986
"NDUFS7","-0.011844857","3.244576e-03","  1414","2.104933e-02","DOWN",0.369909502262443
"UFL1","-0.011820411","5.980808e-04","  1433","5.785283e-03","DOWN",0.3710407239819
"USP8","-0.011797281","7.575479e-03","  1506","3.850066e-02","DOWN",0.372171945701357
"PSMD7","-0.011795463","2.063014e-03","  2068","1.482521e-02","DOWN",0.373303167420814
"SMARCA2","-0.011775438","6.050064e-05","  1108","1.034093e-03","DOWN",0.374434389140271
"MIA2","-0.011725696","2.072516e-05","   445","4.502095e-04","DOWN",0.375565610859729
"IMMP1L","-0.011723258","2.316135e-07","   841","1.661655e-05","DOWN",0.376696832579186
"SLC25A5","-0.011701142","5.825717e-03","  2530","3.231367e-02","DOWN",0.377828054298643
"USP16","-0.011678232","3.293180e-04","  1576","3.828538e-03","DOWN",0.3789592760181
"EIF4EBP1","-0.011674761","5.510316e-03","   747","3.097385e-02","DOWN",0.380090497737557
"DNMT1","-0.011655736","9.611042e-06","   700","2.437375e-04","DOWN",0.381221719457014
"SURF2","-0.011592292","9.929153e-04","  1305","8.452702e-03","DOWN",0.382352941176471
"NASP","-0.011569624","3.372588e-05","   808","6.672410e-04","DOWN",0.383484162895928
"DENR","-0.011526710","5.154287e-05","   994","9.154205e-04","DOWN",0.384615384615385
"TUBA4A","-0.011457595","2.889323e-04","  1549","3.477670e-03","DOWN",0.385746606334842
"DYNLT3","-0.011452318","1.568257e-03","  2242","1.200957e-02","DOWN",0.386877828054299
"C11orf31","-0.011402765","5.543502e-03","  2935","3.106431e-02","DOWN",0.388009049773756
"BCCIP","-0.011366002","4.166007e-04","   986","4.506920e-03","DOWN",0.389140271493213
"DHX36","-0.011363040","7.211914e-04","  1983","6.667962e-03","DOWN",0.39027149321267
"OCIAD2","-0.011362128","8.703564e-03","  2380","4.206429e-02","DOWN",0.391402714932127
"LDHB","-0.011358072","2.480318e-04","  1000","3.059677e-03","DOWN",0.392533936651584
"TPM1","-0.011336905","2.643501e-04","  1439","3.231730e-03","DOWN",0.393665158371041
"CUTA","-0.011317719","8.675245e-03","  4823","4.197542e-02","DOWN",0.394796380090498
"YWHAZ","-0.011273051","6.464437e-03","  1425","3.469185e-02","DOWN",0.395927601809955
"RABEP1","-0.011226739","5.008860e-06","  1114","1.484265e-04","DOWN",0.397058823529412
"MTDH","-0.011215068","6.558416e-03","  3037","3.509257e-02","DOWN",0.398190045248869
"HEXA","-0.011191028","3.848394e-04","   990","4.247594e-03","DOWN",0.399321266968326
"SORL1","-0.011186516","3.415854e-04","  1075","3.937573e-03","DOWN",0.400452488687783
"HOOK3","-0.011181305","4.850172e-05","   805","8.727803e-04","DOWN",0.40158371040724
"ABHD3","-0.011174440","2.872596e-03","   450","1.917408e-02","DOWN",0.402714932126697
"EMC4","-0.011155304","2.422224e-03","  1813","1.684568e-02","DOWN",0.403846153846154
"NR0B2","-0.011146098","6.903031e-05","   322","1.145770e-03","DOWN",0.404977375565611
"PSMB4","-0.011096475","7.993286e-03","  2117","3.970780e-02","DOWN",0.406108597285068
"TRAPPC2L","-0.011062441","7.282827e-04","  1196","6.707624e-03","DOWN",0.407239819004525
"ATP5G1","-0.011046355","2.233197e-05","  1457","4.756390e-04","DOWN",0.408371040723982
"RNF7","-0.011043319","4.400717e-03","  1809","2.634964e-02","DOWN",0.409502262443439
"STX3","-0.011042777","5.097549e-04","   578","5.175801e-03","DOWN",0.410633484162896
"EIF3K","-0.010967698","2.445461e-03","  2656","1.697745e-02","DOWN",0.411764705882353
"PHLDB2","-0.010966285","4.724616e-05","   543","8.586886e-04","DOWN",0.41289592760181
"CAPZA2","-0.010942991","5.963532e-04","  1386","5.785283e-03","DOWN",0.414027149321267
"UPF3B","-0.010934387","1.460027e-04","  1007","2.020500e-03","DOWN",0.415158371040724
"SDCCAG8","-0.010860793","3.278074e-06","   942","1.103301e-04","DOWN",0.416289592760181
"TPM4","-0.010854246","5.389535e-06","   946","1.571448e-04","DOWN",0.417420814479638
"RGS9","-0.010841978","9.155413e-06","  1215","2.353393e-04","DOWN",0.418552036199095
"MRPL23","-0.010782432","3.246752e-04","  1338","3.790729e-03","DOWN",0.419683257918552
"NDUFA4","-0.010755544","1.299399e-03","  1095","1.043243e-02","DOWN",0.420814479638009
"TXN2","-0.010727917","3.618659e-04","  1113","4.084347e-03","DOWN",0.421945701357466
"ZBTB20","-0.010719900","1.441693e-03","  1230","1.131041e-02","DOWN",0.423076923076923
"COPZ1","-0.010690881","3.070913e-06","  1792","1.083714e-04","DOWN",0.42420814479638
"B4GALT4","-0.010636445","3.479861e-06","   399","1.156934e-04","DOWN",0.425339366515837
"BAZ1B","-0.010633616","5.580676e-03","  1641","3.118191e-02","DOWN",0.426470588235294
"CD2AP","-0.010567925","2.918359e-05","   778","5.982015e-04","DOWN",0.427601809954751
"DDIT3","-0.010562916","5.478068e-03","  1370","3.092974e-02","DOWN",0.428733031674208
"KLF6","-0.010537555","7.826898e-05","   958","1.270109e-03","DOWN",0.429864253393665
"RPL9","-0.010530595","3.472097e-04","  1202","3.968843e-03","DOWN",0.430995475113122
"SERINC2","-0.010507204","2.963335e-05","   178","6.014702e-04","DOWN",0.432126696832579
"RPL29","-0.010487829","1.574071e-04","   968","2.145630e-03","DOWN",0.433257918552036
"NKAP","-0.010481941","1.144548e-05","   976","2.773587e-04","DOWN",0.434389140271493
"GBAS","-0.010469176","7.970946e-03","  1446","3.970780e-02","DOWN",0.43552036199095
"VPS13C","-0.010440755","7.995595e-04","  1431","7.193969e-03","DOWN",0.436651583710407
"IBTK","-0.010433384","1.345921e-05","   797","3.163167e-04","DOWN",0.437782805429864
"VPS36","-0.010412741","1.699106e-03","   886","1.277829e-02","DOWN",0.438914027149321
"CCDC25","-0.010404118","4.204266e-03","  1302","2.572431e-02","DOWN",0.440045248868778
"PSMD1","-0.010372028","4.022862e-05","  1765","7.642645e-04","DOWN",0.441176470588235
"RALBP1","-0.010322883","5.503051e-05","  1279","9.586269e-04","DOWN",0.442307692307692
"NDUFS6","-0.010316194","6.068298e-03","  1044","3.303632e-02","DOWN",0.443438914027149
"CDC42BPB","-0.010314005","2.239929e-04","   524","2.840248e-03","DOWN",0.444570135746606
"ZBTB38","-0.010281078","3.641743e-03","  1204","2.303522e-02","DOWN",0.445701357466063
"PSMA4","-0.010262230","9.076296e-03","  2015","4.322088e-02","DOWN",0.44683257918552
"CASC4","-0.010228358","1.187507e-03","  1389","9.766562e-03","DOWN",0.447963800904977
"ARID4B","-0.010212081","4.729713e-03","  1789","2.761076e-02","DOWN",0.449095022624434
"HIST1H1C","-0.010206494","1.295581e-04","   362","1.863871e-03","DOWN",0.450226244343891
"SPCS3","-0.010194690","4.712221e-04","  1213","4.906367e-03","DOWN",0.451357466063348
"DNAJC15","-0.010180917","1.835800e-03","  1844","1.354476e-02","DOWN",0.452488687782805
"KMT2E","-0.010179534","4.330654e-03","  1872","2.612014e-02","DOWN",0.453619909502262
"USP10","-0.010169250","1.168335e-04","   542","1.750075e-03","DOWN",0.454751131221719
"ROCK1","-0.010121700","6.044146e-04","  1284","5.801990e-03","DOWN",0.455882352941176
"YBX1","-0.010114310","9.543239e-03","  2969","4.497301e-02","DOWN",0.457013574660633
"CLDN4","-0.010101910","6.690410e-03","   553","3.545919e-02","DOWN",0.45814479638009
"HPS1","-0.010058123","9.193558e-06","   388","2.353393e-04","DOWN",0.459276018099547
"KMT5B","-0.010045938","2.753602e-06","   856","1.013596e-04","DOWN",0.460407239819004
"FGD5-AS1","-0.010041947","2.120742e-03","   972","1.517481e-02","DOWN",0.461538461538462
"DNAJC2","-0.010022051","3.362765e-04","   809","3.892836e-03","DOWN",0.462669683257919
"ZNF33A","-0.010011729","1.211419e-03","  1378","9.910678e-03","DOWN",0.463800904977376
"ELP4","-0.009955029","3.527524e-04","   573","4.012633e-03","DOWN",0.464932126696833
"TSPO","-0.009949392","8.090908e-03","   293","4.006825e-02","DOWN",0.46606334841629
"ARL16","-0.009905359","4.423153e-05","  1001","8.175237e-04","DOWN",0.467194570135747
"SSB","-0.009895951","7.143584e-03","  2398","3.713053e-02","DOWN",0.468325791855204
"FCGRT","-0.009876162","5.660618e-04","   453","5.591331e-03","DOWN",0.469457013574661
"NKTR","-0.009852724","1.535782e-03","  1140","1.182733e-02","DOWN",0.470588235294118
"KIF3B","-0.009841035","2.797834e-04","   968","3.397551e-03","DOWN",0.471719457013575
"RBBP8","-0.009819237","1.308393e-04","   759","1.877349e-03","DOWN",0.472850678733032
"MPC2","-0.009816769","3.455484e-03","  1240","2.210780e-02","DOWN",0.473981900452489
"MRPS18C","-0.009804645","3.835596e-05","   965","7.389871e-04","DOWN",0.475113122171946
"HINT2","-0.009803413","3.936484e-04","  1371","4.309924e-03","DOWN",0.476244343891403
"KCNQ1OT1","-0.009802081","3.187487e-06","   348","1.102905e-04","DOWN",0.47737556561086
"ZNF326","-0.009789704","4.590264e-03","  1057","2.708670e-02","DOWN",0.478506787330317
"PCM1","-0.009776049","3.454774e-03","  2009","2.210780e-02","DOWN",0.479638009049774
"HNRNPA3","-0.009767365","2.479748e-04","   839","3.059677e-03","DOWN",0.480769230769231
"ALDH9A1","-0.009763113","1.044382e-02","  1610","4.789257e-02","DOWN",0.481900452488688
"POLR1D","-0.009749190","4.752477e-03","  1301","2.771398e-02","DOWN",0.483031674208145
"SP100","-0.009704244","5.712069e-04","   527","5.616982e-03","DOWN",0.484162895927602
"RABGAP1L","-0.009663792","9.745019e-04","   474","8.354414e-03","DOWN",0.485294117647059
"ILF3","-0.009659796","6.021429e-04","  1805","5.801990e-03","DOWN",0.486425339366516
"NUDT14","-0.009584866","4.819918e-03","   691","2.795492e-02","DOWN",0.487556561085973
"ZC3H11A","-0.009575158","5.448118e-05","   785","9.537056e-04","DOWN",0.48868778280543
"UXT","-0.009541472","1.366882e-03","  1460","1.089596e-02","DOWN",0.489819004524887
"CLIP1","-0.009497873","1.745990e-03","  1324","1.298758e-02","DOWN",0.490950226244344
"QDPR","-0.009492119","7.345588e-03","  1364","3.781996e-02","DOWN",0.492081447963801
"BRD7","-0.009453874","2.456278e-04","   703","3.043795e-03","DOWN",0.493212669683258
"ACBD6","-0.009418608","5.902700e-04","   797","5.747157e-03","DOWN",0.494343891402715
"DEK","-0.009407674","1.716702e-03","  2193","1.283198e-02","DOWN",0.495475113122172
"TMEM5","-0.009369143","1.330194e-03","  1015","1.063460e-02","DOWN",0.496606334841629
"PDHB","-0.009347262","2.023520e-03","  1161","1.459406e-02","DOWN",0.497737556561086
"PSME2","-0.009324211","6.064264e-03","   871","3.303632e-02","DOWN",0.498868778280543
"ALDH2","-0.009322511","5.536949e-05","   379","9.614602e-04","DOWN",0.5
"SDHD","-0.009310874","3.918770e-03","   661","2.438294e-02","DOWN",0.501131221719457
"NBEA","-0.009310793","4.395237e-04","   869","4.671489e-03","DOWN",0.502262443438914
"TALDO1","-0.009301615","2.178783e-03","  1294","1.548849e-02","DOWN",0.503393665158371
"SUB1","-0.009278813","4.018505e-03","  2233","2.484199e-02","DOWN",0.504524886877828
"RPAIN","-0.009261932","1.637430e-03","  1728","1.246925e-02","DOWN",0.505656108597285
"SAMD3","-0.009254050","1.483221e-03","   278","1.155309e-02","DOWN",0.506787330316742
"LINC00998","-0.009248567","3.539844e-04","  1149","4.012633e-03","DOWN",0.507918552036199
"APPL2","-0.009248115","4.402026e-05","   493","8.163863e-04","DOWN",0.509049773755656
"PLS1","-0.009242542","1.593326e-04","   381","2.161071e-03","DOWN",0.510180995475113
"APC","-0.009226078","3.863402e-06","   732","1.203711e-04","DOWN",0.51131221719457
"DLGAP4","-0.009223672","7.912674e-05","   758","1.272665e-03","DOWN",0.512443438914027
"PDS5B","-0.009186530","3.158246e-04","   579","3.719251e-03","DOWN",0.513574660633484
"PCGF5","-0.009173013","1.130766e-04","   591","1.708842e-03","DOWN",0.514705882352941
"CCDC109B","-0.009166956","8.676180e-03","  1238","4.197542e-02","DOWN",0.515837104072398
"XIAP","-0.009165763","3.810548e-04","   763","4.240156e-03","DOWN",0.516968325791855
"HNRNPH3","-0.009156079","9.672656e-03","  1409","4.534782e-02","DOWN",0.518099547511312
"RBM39","-0.009148015","9.665975e-03","  2754","4.534782e-02","DOWN",0.519230769230769
"MFF","-0.009147608","3.852265e-03","   855","2.411506e-02","DOWN",0.520361990950226
"ENSA","-0.009105757","8.399789e-03","  2339","4.126063e-02","DOWN",0.521493212669683
"SSBP1","-0.009091737","6.476246e-05","  2018","1.090163e-03","DOWN",0.52262443438914
"ACAP2","-0.009078535","1.583676e-04","   946","2.153339e-03","DOWN",0.523755656108597
"CCAR1","-0.009067414","3.018729e-03","   789","1.990256e-02","DOWN",0.524886877828054
"RNASEH2C","-0.009066077","1.580237e-03","  1009","1.208434e-02","DOWN",0.526018099547511
"CCDC91","-0.009050009","4.313196e-04","  1367","4.607832e-03","DOWN",0.527149321266968
"NDUFV3","-0.009033307","9.452848e-04","   992","8.168150e-03","DOWN",0.528280542986425
"SNF8","-0.009028244","2.661897e-03","   954","1.815513e-02","DOWN",0.529411764705882
"SDAD1","-0.009023885","2.413691e-04","  1222","2.997834e-03","DOWN",0.530542986425339
"FAM195B","-0.008940663","4.420884e-04","   721","4.689607e-03","DOWN",0.531674208144796
"TMOD2","-0.008938575","4.280598e-06","   609","1.318626e-04","DOWN",0.532805429864253
"VAPB","-0.008935614","3.103298e-03","   826","2.038618e-02","DOWN",0.53393665158371
"C19orf70","-0.008926093","1.285973e-03","  1633","1.040024e-02","DOWN",0.535067873303167
"BLVRB","-0.008913441","2.161502e-04","   799","2.760058e-03","DOWN",0.536199095022624
"SMIM22","-0.008891268","4.465704e-05","   640","8.226000e-04","DOWN",0.537330316742081
"TIA1","-0.008867486","2.053944e-05","   781","4.479598e-04","DOWN",0.538461538461538
"SECISBP2","-0.008864018","6.313300e-03","   802","3.401468e-02","DOWN",0.539592760180995
"SETD2","-0.008860478","2.136575e-07","   742","1.553271e-05","DOWN",0.540723981900452
"TXNDC17","-0.008834322","3.776770e-03","  1516","2.380646e-02","DOWN",0.541855203619909
"CISD1","-0.008818768","5.856478e-03","  1820","3.241834e-02","DOWN",0.542986425339366
"NDUFAB1","-0.008776533","6.669525e-03","  2357","3.544361e-02","DOWN",0.544117647058823
"GTF2A2","-0.008768421","8.720157e-04","  1584","7.747075e-03","DOWN",0.54524886877828
"CCDC152","-0.008728441","6.601895e-04","   314","6.260243e-03","DOWN",0.546380090497738
"TMEM208","-0.008711843","5.457308e-05","  1318","9.537056e-04","DOWN",0.547511312217195
"C15orf48","-0.008706178","1.884631e-04","   735","2.446625e-03","DOWN",0.548642533936652
"ZSWIM7","-0.008663746","8.027193e-06","   704","2.104218e-04","DOWN",0.549773755656109
"TCEB1","-0.008658531","9.753752e-03","  1692","4.561037e-02","DOWN",0.550904977375566
"UGGT2","-0.008654212","4.862509e-04","   577","4.983554e-03","DOWN",0.552036199095023
"SCAPER","-0.008646271","9.499461e-03","  1171","4.482796e-02","DOWN",0.55316742081448
"PLEKHB2","-0.008644876","5.479778e-03","   901","3.092974e-02","DOWN",0.554298642533937
"MARVELD3","-0.008644208","2.063727e-03","   333","1.482521e-02","DOWN",0.555429864253394
"UNC80","-0.008641618","3.135180e-03","   718","2.054611e-02","DOWN",0.556561085972851
"MYCBP2","-0.008640122","3.173625e-04","   796","3.723380e-03","DOWN",0.557692307692308
"SLC16A9","-0.008629341","1.552694e-03","   706","1.190712e-02","DOWN",0.558823529411765
"CHD1","-0.008624607","1.699067e-03","   631","1.277829e-02","DOWN",0.559954751131222
"RASGRP1","-0.008622955","2.749727e-04","   175","3.354072e-03","DOWN",0.561085972850679
"SNRPF","-0.008620286","5.819091e-03","  1173","3.230979e-02","DOWN",0.562217194570136
"NDUFA12","-0.008609365","6.191993e-03","  1410","3.356008e-02","DOWN",0.563348416289593
"CD81","-0.008601982","8.724001e-04","   619","7.747075e-03","DOWN",0.56447963800905
"RTF1","-0.008598856","3.458254e-03","  1645","2.210780e-02","DOWN",0.565610859728507
"ZNF22","-0.008597820","2.413991e-05","   970","5.081901e-04","DOWN",0.566742081447964
"RNF187","-0.008595511","1.333132e-04","   355","1.892921e-03","DOWN",0.567873303167421
"SNX4","-0.008513044","3.556716e-03","   870","2.262013e-02","DOWN",0.569004524886878
"WNK1","-0.008480297","7.452027e-05","   593","1.216518e-03","DOWN",0.570135746606335
"MRPS21","-0.008478809","2.404733e-03","  2117","1.675014e-02","DOWN",0.571266968325792
"USF3","-0.008472325","8.914721e-05","   324","1.408896e-03","DOWN",0.572398190045249
"DSG2","-0.008465515","7.049984e-04","   353","6.582118e-03","DOWN",0.573529411764706
"HDGF","-0.008464442","6.118530e-03","   880","3.322797e-02","DOWN",0.574660633484163
"SLC16A12","-0.008459638","5.461786e-06","   460","1.575663e-04","DOWN",0.57579185520362
"FBXO9","-0.008429877","4.085591e-04","  1871","4.428711e-03","DOWN",0.576923076923077
"TMEM219","-0.008427301","7.920251e-04","  1686","7.161532e-03","DOWN",0.578054298642534
"EIF2AK2","-0.008418939","2.188834e-03","   628","1.552134e-02","DOWN",0.579185520361991
"CISD3","-0.008375836","2.709667e-03","   823","1.839886e-02","DOWN",0.580316742081448
"AHCYL1","-0.008362966","3.377827e-03","  1429","2.179571e-02","DOWN",0.581447963800905
"SPAG9","-0.008362700","5.929635e-04","   958","5.763091e-03","DOWN",0.582579185520362
"XRCC6","-0.008360146","7.943100e-03","  1727","3.969682e-02","DOWN",0.583710407239819
"THOC7","-0.008354718","5.019913e-03","  1161","2.881131e-02","DOWN",0.584841628959276
"ASRGL1","-0.008314331","1.973661e-03","   519","1.428837e-02","DOWN",0.585972850678733
"PTPMT1","-0.008313079","9.445785e-04","   678","8.168150e-03","DOWN",0.58710407239819
"NDUFA9","-0.008283724","5.497432e-03","   695","3.096528e-02","DOWN",0.588235294117647
"RBBP6","-0.008282325","1.113097e-03","  1014","9.322713e-03","DOWN",0.589366515837104
"CYYR1","-0.008278071","1.082667e-02","   642","4.931639e-02","DOWN",0.590497737556561
"CCDC186","-0.008271481","3.469018e-04","  1416","3.968843e-03","DOWN",0.591628959276018
"ARL13B","-0.008235517","5.452845e-04","   444","5.485476e-03","DOWN",0.592760180995475
"MAP7","-0.008228956","2.902350e-03","  1057","1.934581e-02","DOWN",0.593891402714932
"REV3L","-0.008226825","1.293250e-03","   680","1.040024e-02","DOWN",0.595022624434389
"TMEM205","-0.008207632","1.222101e-03","  1506","9.975190e-03","DOWN",0.596153846153846
"CDK5RAP2","-0.008201027","1.753561e-04","   593","2.318134e-03","DOWN",0.597285067873303
"ZNF292","-0.008148727","7.284160e-03","  1426","3.769367e-02","DOWN",0.59841628959276
"PRIM1","-0.008120606","6.059319e-06","   416","1.694258e-04","DOWN",0.599547511312217
"GRAMD3","-0.008073300","8.124116e-06","   344","2.119436e-04","DOWN",0.600678733031674
"PTPN3","-0.008061716","1.619052e-03","   299","1.236383e-02","DOWN",0.601809954751131
"SYAP1","-0.008057685","4.417391e-03","  1227","2.634964e-02","DOWN",0.602941176470588
"OLA1","-0.008031326","6.592028e-04","  1304","6.260243e-03","DOWN",0.604072398190045
"MRPL54","-0.008020504","3.092818e-03","   757","2.034184e-02","DOWN",0.605203619909502
"STAU1","-0.007994424","1.072216e-04","   899","1.637588e-03","DOWN",0.606334841628959
"ING2","-0.007962927","7.956592e-04","  1347","7.170709e-03","DOWN",0.607466063348416
"CALD1","-0.007936716","8.989569e-04","   706","7.875020e-03","DOWN",0.608597285067873
"PARVA","-0.007908580","1.280266e-03","   299","1.037231e-02","DOWN",0.60972850678733
"GNG2","-0.007908430","2.235297e-04","   673","2.840248e-03","DOWN",0.610859728506787
"PPID","-0.007900066","8.748817e-03","   891","4.210269e-02","DOWN",0.611990950226244
"LSM7","-0.007891025","3.730233e-04","  1087","4.176358e-03","DOWN",0.613122171945701
"GPATCH4","-0.007867824","6.361556e-03","   742","3.420707e-02","DOWN",0.614253393665158
"FAM13C","-0.007842461","5.610993e-04","   210","5.552372e-03","DOWN",0.615384615384615
"ZNF207","-0.007826571","3.986077e-04","   797","4.355476e-03","DOWN",0.616515837104072
"APPL1","-0.007816304","2.687921e-03","  1096","1.827396e-02","DOWN",0.617647058823529
"CHD2","-0.007812681","2.956780e-03","   952","1.958888e-02","DOWN",0.618778280542986
"ARFGEF3","-0.007789174","4.346438e-03","   868","2.617591e-02","DOWN",0.619909502262443
"TMEM261","-0.007783401","1.307427e-03","   916","1.046793e-02","DOWN",0.6210407239819
"TOPORS","-0.007781631","9.477372e-04","   639","8.176384e-03","DOWN",0.622171945701357
"VEZF1","-0.007778769","7.114954e-04","   656","6.620106e-03","DOWN",0.623303167420814
"RIOK3","-0.007764511","1.347134e-03","   923","1.075426e-02","DOWN",0.624434389140271
"LARP4","-0.007759776","4.059192e-04","   328","4.408860e-03","DOWN",0.625565610859729
"SNRPC","-0.007707078","1.492942e-03","  1314","1.161222e-02","DOWN",0.626696832579186
"BCAT2","-0.007697740","6.153974e-04","   804","5.886691e-03","DOWN",0.627828054298643
"RBM6","-0.007696940","6.077740e-04","   862","5.823986e-03","DOWN",0.6289592760181
"MOB1B","-0.007689094","1.795188e-04","   609","2.352919e-03","DOWN",0.630090497737557
"DHRS4","-0.007664228","1.061577e-06","   318","4.997403e-05","DOWN",0.631221719457014
"ITSN2","-0.007663794","3.182062e-03","  1069","2.075357e-02","DOWN",0.632352941176471
"RANGAP1","-0.007659553","7.669095e-03","   360","3.889789e-02","DOWN",0.633484162895928
"ODF3B","-0.007658451","4.525062e-03","   120","2.678893e-02","DOWN",0.634615384615385
"NAE1","-0.007651366","5.192997e-03","  1063","2.967974e-02","DOWN",0.635746606334842
"CFLAR","-0.007631394","2.608124e-04","   495","3.195646e-03","DOWN",0.636877828054299
"HS6ST3","-0.007603567","8.998069e-04","   344","7.875020e-03","DOWN",0.638009049773756
"LRRFIP2","-0.007578456","8.686679e-04","   534","7.739141e-03","DOWN",0.639140271493213
"PSMB2","-0.007578029","6.276187e-03","  1560","3.388168e-02","DOWN",0.64027149321267
"TEAD1","-0.007574951","2.857090e-06","   448","1.024875e-04","DOWN",0.641402714932127
"TDG","-0.007567511","7.461901e-04","   448","6.837903e-03","DOWN",0.642533936651584
"PAFAH1B1","-0.007557381","4.003523e-03","  1581","2.478206e-02","DOWN",0.643665158371041
"LPP","-0.007516494","2.663784e-03","   391","1.815513e-02","DOWN",0.644796380090498
"MKKS","-0.007504702","1.471725e-03","   916","1.147995e-02","DOWN",0.645927601809955
"HDDC2","-0.007465753","9.051881e-03","   903","4.314229e-02","DOWN",0.647058823529412
"MBD4","-0.007439498","5.673945e-04","   777","5.594360e-03","DOWN",0.648190045248869
"EHBP1","-0.007386335","4.647602e-04","   517","4.882610e-03","DOWN",0.649321266968326
"ZMYM5","-0.007383452","1.784151e-04","   539","2.344088e-03","DOWN",0.650452488687783
"GLOD4","-0.007368736","3.349392e-04","   953","3.885604e-03","DOWN",0.65158371040724
"CLTB","-0.007358313","4.861587e-03","   772","2.807996e-02","DOWN",0.652714932126697
"ST6GALNAC5","-0.007353109","3.924557e-03","   203","2.438294e-02","DOWN",0.653846153846154
"KMT2A","-0.007348728","5.805659e-03","  1056","3.226806e-02","DOWN",0.654977375565611
"PGLS","-0.007334077","1.028095e-03","   596","8.717919e-03","DOWN",0.656108597285068
"MPC1","-0.007332484","7.286495e-03","   900","3.769367e-02","DOWN",0.657239819004525
"PHIP","-0.007326565","8.027817e-04","  1053","7.211061e-03","DOWN",0.658371040723982
"C1orf168","-0.007324190","5.913104e-03","   196","3.263240e-02","DOWN",0.659502262443439
"MBP","-0.007319350","7.754778e-03","   805","3.918667e-02","DOWN",0.660633484162896
"DHX29","-0.007276636","7.787500e-03","  1258","3.930772e-02","DOWN",0.661764705882353
"GABRB3","-0.007245363","1.076469e-02","   777","4.915728e-02","DOWN",0.66289592760181
"ELF1","-0.007238484","5.717492e-04","   559","5.616982e-03","DOWN",0.664027149321267
"MPP1","-0.007205019","2.389387e-03","   603","1.668114e-02","DOWN",0.665158371040724
"ASH2L","-0.007203998","9.287718e-04","   311","8.073059e-03","DOWN",0.666289592760181
"IWS1","-0.007176677","1.972465e-03","   883","1.428837e-02","DOWN",0.667420814479638
"CD44","-0.007167482","1.871242e-03","   132","1.371347e-02","DOWN",0.668552036199095
"PHYH","-0.007144001","6.247868e-03","   781","3.378562e-02","DOWN",0.669683257918552
"CTDSPL","-0.007142271","5.573140e-04","   222","5.524942e-03","DOWN",0.670814479638009
"CPSF2","-0.007137183","5.777678e-03","   632","3.216575e-02","DOWN",0.671945701357466
